height,nTime,nonce,nDifficulty,average_hash_calcualtions,targetHash
63400,1277868467,34353506,19,83344237348,000000000d314200000000000000000000000000000000000000000000000000
63600,1277956835,228952787,19,83344237348,000000000d314200000000000000000000000000000000000000000000000000
63800,1278044091,2447238502,19,83344237348,000000000d314200000000000000000000000000000000000000000000000000
64000,1278138268,282850602,19,83344237348,000000000d314200000000000000000000000000000000000000000000000000
64200,1278226557,52574715,19,83344237348,000000000d314200000000000000000000000000000000000000000000000000
64400,1278330248,248124092,19,83344237348,000000000d314200000000000000000000000000000000000000000000000000
64600,1278422928,248544630,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
64800,1278534547,115095064,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
65000,1278646108,28493777,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
65200,1278734258,170534283,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
65400,1278820939,141055567,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
65600,1278907351,3536523,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
65800,1278936176,25693444,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
66000,1278957174,24540870,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
66200,1278978356,5925832,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
66400,1278997867,149055247,23,100938671388,000000000ae49300000000000000000000000000000000000000000000000000
66600,1279019567,64333845,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
66800,1279050122,106713127,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
67000,1279079811,10459221,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
67200,1279110379,280396949,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
67400,1279142269,19195834,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
67600,1279170357,8899528,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
67800,1279195620,22476339,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
68000,1279223737,15896743,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
68200,1279251987,31198432,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
68400,1279280295,102711311,45,194933597106,0000000005a3f400000000000000000000000000000000000000000000000000
68600,1279323154,17757816,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
68800,1279423081,13842092,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
69000,1279520286,197220757,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
69200,1279612845,145697552,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
69400,1279708166,1556395448,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
69600,1279800211,229785491,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
69800,1279888341,219712105,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
70000,1279986642,211509862,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
70200,1280066423,138534774,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
70400,1280135306,21537040,181,779734388428,000000000168fd00000000000000000000000000000000000000000000000000
70600,1280216123,90281326,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
70800,1280322359,38706982,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
71000,1280419020,89800021,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
71200,1280515282,4245428309,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
71400,1280606139,1459226356,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
71600,1280685173,3044990198,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
71800,1280753642,2814842723,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
72000,1280824783,132516746,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
72200,1280906694,2764122661,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
72400,1280970741,900824853,244,1048903811434,00000000010c5a00000000000000000000000000000000000000000000000000
72600,1281050150,258555141,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
72800,1281162059,93486756,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
73000,1281265919,2815364547,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
73200,1281352504,6755665,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
73400,1281446014,4157073475,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
73600,1281526156,47970343,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
73800,1281603576,4013049348,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
74000,1281678674,97805329,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
74200,1281759864,2124793617,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
74400,1281820594,1034076287,352,1512543955456,0000000000ba1800000000000000000000000000000000000000000000000000
74600,1281873534,2617878290,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
74800,1282012220,1877285445,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
75000,1282141368,846309137,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
75200,1282274165,120641054,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
75400,1282362493,2299265071,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
75600,1282457480,3929102667,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
75800,1282539657,3377199423,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
76000,1282619531,2856892352,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
76200,1282699036,3620667169,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
76400,1282778661,1924376580,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
76600,1282861572,40142521,511,2198084132692,0000000000800e00000000000000000000000000000000000000000000000000
76800,1282958550,156394139,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
77000,1283061082,719059493,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
77200,1283174586,2599177259,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
77400,1283274551,1350486936,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
77600,1283378238,1265385695,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
77800,1283492136,2114473902,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
78000,1283593784,64323467,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
78200,1283691084,2886189070,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
78400,1283795840,543998124,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
78600,1283907804,189588460,623,2677467460300,0000000000692098000000000000000000000000000000000000000000000000
78800,1284021195,3917054211,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
79000,1284128252,1990782976,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
79200,1284238880,2763709257,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
79400,1284331021,3610144003,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
79600,1284432149,1179769573,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
79800,1284522155,1586226094,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
80000,1284613427,1462756097,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
80200,1284694454,2566078720,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
80400,1284775518,1419576201,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
80600,1284847491,3509328440,712,3061863899400,00000000005bede6000000000000000000000000000000000000000000000000
80800,1284930667,1005925700,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
81000,1285015352,4171144962,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
81200,1285114757,462362387,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
81400,1285212724,1592785673,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
81600,1285283147,4097705246,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
81800,1285357579,151343135,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
82000,1285440986,25065844,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
82200,1285529496,2924917517,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
82400,1285601210,766149801,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
82600,1285682086,133130760,917,3942113169026,00000000004766ed000000000000000000000000000000000000000000000000
82800,1285776925,62554499,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
83000,1285892148,2063724966,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
83200,1286020497,12312151,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
83400,1286168106,787755793,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
83600,1286288956,94256649,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
83800,1286400768,1361557762,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
84000,1286505070,149033733,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
84200,1286614638,2956578089,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
84400,1286721715,1063713245,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
84600,1286824886,2880461827,1318,5663731161302,000000000031b2a3000000000000000000000000000000000000000000000000
84800,1286934483,911941717,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
85000,1287027999,2087774829,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
85200,1287115958,3958914067,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
85400,1287207575,2096204295,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
85600,1287272245,2580921608,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
85800,1287331336,3781059333,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
86000,1287399380,384731210,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
86200,1287475838,4047597431,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
86400,1287542782,3388223924,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
86600,1287610293,319561901,1378,5918676213634,00000000002f8e9d000000000000000000000000000000000000000000000000
86800,1287689691,2517963008,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
87000,1287800396,4275987694,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
87200,1287903046,2716350984,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
87400,1287982757,3632170339,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
87600,1288063319,2569764410,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
87800,1288134589,1680985714,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
88000,1288215637,680691969,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
88200,1288295789,162213497,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
88400,1288367234,3257793723,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
88600,1288442010,715974159,2149,9230119254028,00000000001e7eca000000000000000000000000000000000000000000000000
88800,1288522211,1760813185,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
89000,1288623528,85953187,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
89200,1288722142,3196998400,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
89400,1288807980,1824516875,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
89600,1288899525,1970306818,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
89800,1288976639,2136589350,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
90000,1289061811,2434658388,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
90200,1289132263,2974996746,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
90400,1289201957,1713320200,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
90600,1289264658,1689085969,3091,13279111455316,0000000000153263000000000000000000000000000000000000000000000000
90800,1289342827,3161590282,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
91000,1289428547,3846752296,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
91200,1289506087,1904286473,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
91400,1289607152,2746977792,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
91600,1289680382,401749164,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
91800,1289753632,234361136,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
92000,1289834100,4100299668,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
92200,1289926471,3012201993,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
92400,1289996678,3160796182,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
92600,1290064839,4229310734,4536,19483788183568,00000000000e7256000000000000000000000000000000000000000000000000
92800,1290140186,3383357266,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
93000,1290271302,2665165778,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
93200,1290390890,3606063153,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
93400,1290504275,1303536467,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
93600,1290606590,295237901,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
93800,1290712878,827764049,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
94000,1290798938,805734718,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
94200,1290893472,2697492481,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
94400,1290994296,110771994,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
94600,1291076208,1532818029,6867,29493555158220,0000000000098b2a000000000000000000000000000000000000000000000000
94800,1291160438,3174617117,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
95000,1291256434,3389653766,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
95200,1291346923,1635033606,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
95400,1291432877,1488167748,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
95600,1291509874,2928123178,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
95800,1291582433,3361233973,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
96000,1291651072,3887779401,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
96200,1291730444,2750475008,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
96400,1291797492,209230389,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
96600,1291865336,1311431986,8078,34696113864172,0000000000081cd2000000000000000000000000000000000000000000000000
96800,1291956127,4151124881,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
97000,1292064702,4234615616,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
97200,1292162336,2368374261,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
97400,1292273100,813250616,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
97600,1292380226,1065798730,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
97800,1292470138,3154952232,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
98000,1292568490,2854790621,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
98200,1292676922,851635269,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
98400,1292772493,3356577295,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
98600,1292879437,1231166140,12252,52622741240716,0000000000055953000000000000000000000000000000000000000000000000
98800,1292968738,3561534478,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
99000,1293080480,3454160805,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
99200,1293195540,132510214,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
99400,1293304293,3609174428,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
99600,1293420784,2979177989,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
99800,1293522333,1201916477,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
100000,1293623863,274148111,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
100200,1293730912,518862974,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
100400,1293834500,1127715331,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
100600,1293930646,3923816713,14484,62209952899966,000000000004864c000000000000000000000000000000000000000000000000
100800,1294031411,4161067556,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
101000,1294145907,2023469715,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
101200,1294263991,750922796,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
101400,1294379893,1844869376,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
101600,1294479219,1284121651,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
101800,1294590689,4255582825,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
102000,1294691980,3851572992,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
102200,1294794765,3157811067,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
102400,1294898887,1017658917,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
102600,1294992796,1528887099,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
102800,1295091396,2849299305,16307,70040908352512,00000000000404cb000000000000000000000000000000000000000000000000
103000,1295192287,4071019928,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
103200,1295292403,505033094,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
103400,1295407805,558694745,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
103600,1295508472,3559034579,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
103800,1295596604,1281640198,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
104000,1295705889,675280305,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
104200,1295805206,2968913954,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
104400,1295903211,1244403214,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
104600,1296006236,497566870,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
104800,1296101679,3834700314,18437,79190288027532,0000000000038dee000000000000000000000000000000000000000000000000
105000,1296207707,1487286535,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
105200,1296321899,2806791217,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
105400,1296431977,4052329474,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
105600,1296532819,4195448462,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
105800,1296639737,1196218105,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
106000,1296750622,2562759767,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
106200,1296843636,1400107290,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
106400,1296938221,2338135815,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
106600,1297035372,479578647,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
106800,1297119918,3753735420,22012,94543900579200,000000000002fa29000000000000000000000000000000000000000000000000
107000,1297219321,149398323,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
107200,1297312189,3086986763,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
107400,1297407200,3069796631,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
107600,1297492574,3887931689,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
107800,1297588852,4062299868,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
108000,1297670435,1104683981,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
108200,1297758435,2417000169,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
108400,1297835929,3981784173,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
108600,1297906148,1490755794,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
108800,1297982874,3355318026,25998,111661747882650,0000000000028552000000000000000000000000000000000000000000000000
109000,1298062542,2762982605,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
109200,1298165172,4238626389,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
109400,1298251985,3157263928,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
109600,1298340222,1550664424,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
109800,1298421655,2178248546,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
110000,1298491791,3052574605,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
110200,1298572636,2986782629,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
110400,1298647360,3785920514,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
110600,1298720245,2754531856,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
110800,1298780074,1950701833,36460,156596411430664,000000000001cc26000000000000000000000000000000000000000000000000
111000,1298862274,2958461492,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
111200,1298979887,698618904,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
111400,1299085997,230774650,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
111600,1299183545,3164004554,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
111800,1299265531,2514376301,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
112000,1299334673,2809263700,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
112200,1299393850,4135555130,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
112400,1299458121,3977346817,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
112600,1299539410,526124831,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
112800,1299633374,3012560906,55590,238758805525550,0000000000012dcd000000000000000000000000000000000000000000000000
113000,1299753483,1776906407,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
113200,1299892797,593101420,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
113400,1300024044,1794454725,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
113600,1300183992,1322980515,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
113800,1300314568,3119664685,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
114000,1300441760,2989746665,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
114200,1300591475,3544079015,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
114400,1300709662,2300961966,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
114600,1300846785,3990238263,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
114800,1300951192,3274266632,76193,327249801729842,000000000000dc31000000000000000000000000000000000000000000000000
115000,1301066849,3674390797,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
115200,1301178146,67127649,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
115400,1301297458,2701257439,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
115600,1301397420,1649989199,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
115800,1301513259,1523476361,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
116000,1301597122,2013877019,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
116200,1301695898,2053769450,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
116400,1301792776,2592215342,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
116600,1301889155,571964602,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
116800,1301983690,2931215218,68978,296261849734352,000000000000f339000000000000000000000000000000000000000000000000
117000,1302080424,2528825900,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
117200,1302194714,723848414,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
117400,1302305473,3405209581,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
117600,1302414843,3779973451,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
117800,1302519433,4050540312,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
118000,1302624061,1319918026,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
118200,1302713222,624481542,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
118400,1302821550,2204139568,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
118600,1302931537,1534841911,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
118800,1303035278,817110617,82346,353677245119726,000000000000cbbd000000000000000000000000000000000000000000000000
119000,1303143109,602742892,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
119200,1303256964,4227232523,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
119400,1303375834,1593374860,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
119600,1303482869,3319887012,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
119800,1303580405,140498758,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
120000,1303687201,4273989260,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
120200,1303778369,1413986346,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
120400,1303866178,2125373542,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
120600,1303967114,684649983,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
120800,1304062562,636585986,92349,396635935187700,000000000000b5ac000000000000000000000000000000000000000000000000
121000,1304146291,4105181705,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
121200,1304243343,449952192,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
121400,1304331860,765878277,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
121600,1304422485,2963563605,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
121800,1304510719,3396976589,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
122000,1304590900,954431231,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
122200,1304672848,1559143040,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
122400,1304751951,3898318831,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
122600,1304835528,1668519285,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
122800,1304910658,1863377391,109671,471036823290678,00000000000098fa000000000000000000000000000000000000000000000000
123000,1304983906,904617827,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
123200,1305076902,950254193,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
123400,1305170481,1556445073,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
123600,1305269024,4224544113,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
123800,1305346366,1954645343,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
124000,1305419752,65142155,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
124200,1305496581,2612062936,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
124400,1305569130,1421164415,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
124600,1305634580,3565883141,157418,676108614371196,0000000000006a93b30000000000000000000000000000000000000000000000
