height,fee,numberTXs,nTime,date_str,nonce,nbits,nDifficulty,average_hash_calcualtions,blockhash,targetHash
20420,0,1,1249236569,Sun 02 Aug 2009 18:09:29 GMT,390740443,486604799,1,4295032832,000000004c72affae39b49881cd993790d0c7364a1d15e015536da946cffda4c,00000000ffff0000000000000000000000000000000000000000000000000000
20430,0,1,1249270050,Mon 03 Aug 2009 03:27:30 GMT,134076964,486604799,1,4295032832,0000000005b698f9c9896c3615be8f3a3b624e0180451b8568563552a0f932f3,00000000ffff0000000000000000000000000000000000000000000000000000
20440,0,1,1249355511,Tue 04 Aug 2009 03:11:51 GMT,432399933,486604799,1,4295032832,0000000094522fd8b2d5bec5817363c7ed6432a765078f8d07e65e6fce398d7e,00000000ffff0000000000000000000000000000000000000000000000000000
20450,0,1,1249364716,Tue 04 Aug 2009 05:45:16 GMT,79703989,486604799,1,4295032832,0000000073789cbb842439141b6741ecd4e9443dbf5af46cb9bc415331cc1acb,00000000ffff0000000000000000000000000000000000000000000000000000
20460,0,1,1249374298,Tue 04 Aug 2009 08:24:58 GMT,1764775451,486604799,1,4295032832,0000000072dbafcd63d618fb375411a90153855860acf2b1e35afb3c8a6de0d1,00000000ffff0000000000000000000000000000000000000000000000000000
20470,0,1,1249382977,Tue 04 Aug 2009 10:49:37 GMT,131034273,486604799,1,4295032832,000000002ca426abce032c46c5a3a82c139bf40c35bd0be30e4388fdf52e5573,00000000ffff0000000000000000000000000000000000000000000000000000
20480,0,1,1249394598,Tue 04 Aug 2009 14:03:18 GMT,1362074135,486604799,1,4295032832,000000003c1ec64a3271e3017d38f4e3351cfbcc469ea63c84d5d352c4c71883,00000000ffff0000000000000000000000000000000000000000000000000000
20490,0,1,1249406322,Tue 04 Aug 2009 17:18:42 GMT,2015793455,486604799,1,4295032832,00000000d53714ebd479696b412b40b8a1c00f15f9dd2c704dd38b28a49f2645,00000000ffff0000000000000000000000000000000000000000000000000000
20500,0,1,1249416720,Tue 04 Aug 2009 20:12:00 GMT,752478765,486604799,1,4295032832,0000000068318b0e651c4e6a3a0ed44496f6650c7ae671dbc043c74fabfd1053,00000000ffff0000000000000000000000000000000000000000000000000000
20510,0,1,1249422235,Tue 04 Aug 2009 21:43:55 GMT,3731765548,486604799,1,4295032832,00000000dac78f104c09d10ce823aac7adbab0992c542256803779c49bd73705,00000000ffff0000000000000000000000000000000000000000000000000000
20520,0,1,1249430933,Wed 05 Aug 2009 00:08:53 GMT,2916621319,486604799,1,4295032832,00000000ccce69946a7c851b2c030ad741cecca29faf48ca29f9a5db72e54df7,00000000ffff0000000000000000000000000000000000000000000000000000
20530,0,1,1249436283,Wed 05 Aug 2009 01:38:03 GMT,2965520931,486604799,1,4295032832,00000000279058de75d4c9692007f590ac05eee3ee5d7a6607bfc105f23762e9,00000000ffff0000000000000000000000000000000000000000000000000000
20540,0,1,1249451748,Wed 05 Aug 2009 05:55:48 GMT,111108327,486604799,1,4295032832,000000001a260cf6f4d1674750cbf4896a0e3db76df12b8d1136608fc9bd66e6,00000000ffff0000000000000000000000000000000000000000000000000000
20550,0,1,1249459540,Wed 05 Aug 2009 08:05:40 GMT,1442407966,486604799,1,4295032832,000000001e2b536707eae88707092794963e2bd48b3e94bd0d2ded7adda8205c,00000000ffff0000000000000000000000000000000000000000000000000000
20560,0,1,1249469176,Wed 05 Aug 2009 10:46:16 GMT,3829767199,486604799,1,4295032832,000000002032558bdc6b8c3cd35f86281b9d94731313352d1b2e9f36fcf46dda,00000000ffff0000000000000000000000000000000000000000000000000000
20570,0,1,1249480615,Wed 05 Aug 2009 13:56:55 GMT,72939368,486604799,1,4295032832,0000000033d54caa66e9adc6be211f658a3936aabddde6a6ee184d2f18e4d09f,00000000ffff0000000000000000000000000000000000000000000000000000
20580,0,1,1249490967,Wed 05 Aug 2009 16:49:27 GMT,1468861208,486604799,1,4295032832,000000002ba42398400d692b3e33c42c4394b69025ab6e02fd5e87cd57f200ff,00000000ffff0000000000000000000000000000000000000000000000000000
20590,0,1,1249502102,Wed 05 Aug 2009 19:55:02 GMT,1154837510,486604799,1,4295032832,0000000078a13acaaba7269a7a33bd3864ebdf98cd3304db2c8c2754bd7f9452,00000000ffff0000000000000000000000000000000000000000000000000000
20600,0,1,1249510504,Wed 05 Aug 2009 22:15:04 GMT,934966036,486604799,1,4295032832,00000000749eeb5762c9e9e03f3c7eeca586f19a7b39466e9e90a196872a2c95,00000000ffff0000000000000000000000000000000000000000000000000000
20610,0,1,1249519275,Thu 06 Aug 2009 00:41:15 GMT,148019571,486604799,1,4295032832,0000000083a9739c008bc03db6527f8edfe616717510e37c395c2b2939858e71,00000000ffff0000000000000000000000000000000000000000000000000000
20620,0,1,1249527020,Thu 06 Aug 2009 02:50:20 GMT,3076630534,486604799,1,4295032832,00000000714439e59db6453bbd18f83d221a1ecbd79409f7c4f06a8b672f21fa,00000000ffff0000000000000000000000000000000000000000000000000000
20630,0,1,1249536006,Thu 06 Aug 2009 05:20:06 GMT,3672970795,486604799,1,4295032832,00000000155958574a836bae3646e27018b8c66b0f6443de0b1f9406c22dc8f7,00000000ffff0000000000000000000000000000000000000000000000000000
20640,0,1,1249545068,Thu 06 Aug 2009 07:51:08 GMT,2015744807,486604799,1,4295032832,000000001a34cefd2827e85e80bb0dd427f0ea383c6dfdc41011a495ab7c096d,00000000ffff0000000000000000000000000000000000000000000000000000
20650,0,1,1249554349,Thu 06 Aug 2009 10:25:49 GMT,414524746,486604799,1,4295032832,00000000d65daed418266d3f6cd005816664fd79551a0f993962d6fef3c4196e,00000000ffff0000000000000000000000000000000000000000000000000000
20660,0,1,1249565886,Thu 06 Aug 2009 13:38:06 GMT,222970654,486604799,1,4295032832,00000000aa6c40b13cd2627d43c7de83e64a09e921c937aaa49bad475d7b6789,00000000ffff0000000000000000000000000000000000000000000000000000
20670,0,1,1249572401,Thu 06 Aug 2009 15:26:41 GMT,4193072153,486604799,1,4295032832,000000001bd40322626a56e55246e997fef4a17a525c18f44d246577a1bc74d4,00000000ffff0000000000000000000000000000000000000000000000000000
20680,0,1,1249582448,Thu 06 Aug 2009 18:14:08 GMT,668763440,486604799,1,4295032832,000000003c45d872e1aa69a5fdcad4bc15a31b4864e8c5a813bf514e894315a6,00000000ffff0000000000000000000000000000000000000000000000000000
20690,0,1,1249594727,Thu 06 Aug 2009 21:38:47 GMT,1684191017,486604799,1,4295032832,000000003b8e5ab0c0bc81cb2ed3ce0f667dbf380de40b0aecc6e889471aba1f,00000000ffff0000000000000000000000000000000000000000000000000000
20700,0,1,1249607051,Fri 07 Aug 2009 01:04:11 GMT,952982532,486604799,1,4295032832,0000000079c8a42466140e5e00df56cee839c4eb0e4521351f2b2b6e8e440290,00000000ffff0000000000000000000000000000000000000000000000000000
20710,0,1,1249619340,Fri 07 Aug 2009 04:29:00 GMT,2603050280,486604799,1,4295032832,00000000713d7235cfbd9b778a714896a3386bbd1f697c6bcd159348eb3e47a5,00000000ffff0000000000000000000000000000000000000000000000000000
20720,0,1,1249629741,Fri 07 Aug 2009 07:22:21 GMT,199203094,486604799,1,4295032832,0000000040b908db9cffec827ee6fe9bbb8c1d88711782320aca40ee8475685f,00000000ffff0000000000000000000000000000000000000000000000000000
20730,0,1,1249643865,Fri 07 Aug 2009 11:17:45 GMT,667515855,486604799,1,4295032832,00000000f9f43c853e952919f8e857ddfb25f083f441ca8757bc0b7d1e05a45b,00000000ffff0000000000000000000000000000000000000000000000000000
20740,0,1,1249654021,Fri 07 Aug 2009 14:07:01 GMT,1786420257,486604799,1,4295032832,00000000d612214367f990505fd5bbae9237b3232a12aead211f88596da0c539,00000000ffff0000000000000000000000000000000000000000000000000000
20750,0,1,1249666151,Fri 07 Aug 2009 17:29:11 GMT,71835676,486604799,1,4295032832,000000007f3c7e30fc3baa54ad1456bba9bf23375a8ec810aa0af54a3fa7e1f8,00000000ffff0000000000000000000000000000000000000000000000000000
20760,0,1,1249674492,Fri 07 Aug 2009 19:48:12 GMT,2417279791,486604799,1,4295032832,00000000d9eff2bf7d39fde4bc05d3a68b3ad9cda9ec6e7bc779e0a26ba3239b,00000000ffff0000000000000000000000000000000000000000000000000000
20770,13000000,2,1249684065,Fri 07 Aug 2009 22:27:45 GMT,79379625,486604799,1,4295032832,00000000a508678e5c23cbdcbeb05f768c5df3f49e99c96c06f8abcdcabff14d,00000000ffff0000000000000000000000000000000000000000000000000000
20780,0,1,1249694403,Sat 08 Aug 2009 01:20:03 GMT,109804402,486604799,1,4295032832,0000000050bc8a4baa5c53f9a3b0a066ddce984f0bb8416355744c6d4bc10254,00000000ffff0000000000000000000000000000000000000000000000000000
20790,0,1,1249703607,Sat 08 Aug 2009 03:53:27 GMT,40482368,486604799,1,4295032832,00000000bd08c168256305b1e59f37e423b493f6db4a620030476675dcc51ddf,00000000ffff0000000000000000000000000000000000000000000000000000
20800,0,1,1249715314,Sat 08 Aug 2009 07:08:34 GMT,69256135,486604799,1,4295032832,000000001e968c39cd30afad9153f35493dd24cdca9f66df8aa32a14674192df,00000000ffff0000000000000000000000000000000000000000000000000000
20810,0,1,1249725925,Sat 08 Aug 2009 10:05:25 GMT,2714549765,486604799,1,4295032832,000000003d6bdd401baac1b2391284254044c0071a0408eb21a9f0897eb0abc3,00000000ffff0000000000000000000000000000000000000000000000000000
20820,0,1,1249736198,Sat 08 Aug 2009 12:56:38 GMT,431921666,486604799,1,4295032832,0000000000a99651a72ff286ccaf1c3066838295a532ada34475096aa9a17669,00000000ffff0000000000000000000000000000000000000000000000000000
20830,0,1,1249747697,Sat 08 Aug 2009 16:08:17 GMT,40351928,486604799,1,4295032832,00000000b6f3427b91f36d76683fdb74eaaa397f3588bf883e43cf76b5215820,00000000ffff0000000000000000000000000000000000000000000000000000
20840,0,1,1249757257,Sat 08 Aug 2009 18:47:37 GMT,3688470050,486604799,1,4295032832,0000000042821fef2e48ed1f7ac9e53de6f79ccdc81064e201d1824a8eabb8d9,00000000ffff0000000000000000000000000000000000000000000000000000
20850,0,1,1249767671,Sat 08 Aug 2009 21:41:11 GMT,4260548609,486604799,1,4295032832,00000000b8781c130f0f17fbd92dce606e86c9178692ce5785dfacb70d2976e8,00000000ffff0000000000000000000000000000000000000000000000000000
20860,0,1,1249778734,Sun 09 Aug 2009 00:45:34 GMT,2567218725,486604799,1,4295032832,00000000ef73bfb14b369b778a5ce8ebd4bb52d9d277fa574abe1afadaa8e2e8,00000000ffff0000000000000000000000000000000000000000000000000000
20870,0,1,1249790780,Sun 09 Aug 2009 04:06:20 GMT,1806732038,486604799,1,4295032832,0000000015cd91999670c7a4cbaef9dd75715bf4ec2d8f6715550584f010b866,00000000ffff0000000000000000000000000000000000000000000000000000
20880,0,1,1249798518,Sun 09 Aug 2009 06:15:18 GMT,424495903,486604799,1,4295032832,00000000828f801d5328da3e1d3883bc4b3f4fb96c15e77f2843408c91050b55,00000000ffff0000000000000000000000000000000000000000000000000000
20890,0,1,1249806955,Sun 09 Aug 2009 08:35:55 GMT,202581225,486604799,1,4295032832,00000000755e4dfd5f846dbfc7f75e36b7b4fc9055b6b30a641eb55f310f46f6,00000000ffff0000000000000000000000000000000000000000000000000000
20900,0,1,1249812841,Sun 09 Aug 2009 10:14:01 GMT,40292098,486604799,1,4295032832,000000002b94617af6b0b6f0b330e75e99abe4b92943847a22eb2497603cc20c,00000000ffff0000000000000000000000000000000000000000000000000000
20910,0,1,1249820408,Sun 09 Aug 2009 12:20:08 GMT,21311845,486604799,1,4295032832,000000004025451b43dfb24c396f9dabf5851c90012da4268fe0308caa958ef5,00000000ffff0000000000000000000000000000000000000000000000000000
20920,0,1,1249827409,Sun 09 Aug 2009 14:16:49 GMT,17953129,486604799,1,4295032832,000000001b88b19e134abf1f66cd99d884686b15bc137a326bbd2f7bb8d2d632,00000000ffff0000000000000000000000000000000000000000000000000000
20930,0,1,1249837821,Sun 09 Aug 2009 17:10:21 GMT,102324770,486604799,1,4295032832,0000000006354087739afa651f6f0f992ee14f88d4396aa41c060feec7fe65bd,00000000ffff0000000000000000000000000000000000000000000000000000
20940,0,1,1249846015,Sun 09 Aug 2009 19:26:55 GMT,3444348700,486604799,1,4295032832,00000000c3e6709c83ecbe40e62c0158b991399aa5910680463cfe3ee98da670,00000000ffff0000000000000000000000000000000000000000000000000000
20950,0,1,1249853974,Sun 09 Aug 2009 21:39:34 GMT,622169845,486604799,1,4295032832,0000000036ab05416bb9b0359f223b41fa1c2c0ad7e88aca63001e976fd8fc5d,00000000ffff0000000000000000000000000000000000000000000000000000
20960,0,1,1249868221,Mon 10 Aug 2009 01:37:01 GMT,1759799559,486604799,1,4295032832,0000000028fc113ffb4eb7b73c8ccbb58d447523128395572197201c1c65fca8,00000000ffff0000000000000000000000000000000000000000000000000000
20970,0,1,1249876085,Mon 10 Aug 2009 03:48:05 GMT,2007382551,486604799,1,4295032832,00000000c5af966a9b25bf43fff4bb9f3eb3e380ae6b16c1f8fc832ef992b080,00000000ffff0000000000000000000000000000000000000000000000000000
20980,0,1,1249885940,Mon 10 Aug 2009 06:32:20 GMT,3246630694,486604799,1,4295032832,0000000054bc649c663a5df5c4d874277fc7e7bb4f44831c301c2db535ab57ed,00000000ffff0000000000000000000000000000000000000000000000000000
20990,0,1,1249897349,Mon 10 Aug 2009 09:42:29 GMT,4136220699,486604799,1,4295032832,000000009078e57d50f34977a7231af09d90a21a28e7c540b9e4d65138948902,00000000ffff0000000000000000000000000000000000000000000000000000
21000,0,1,1249908337,Mon 10 Aug 2009 12:45:37 GMT,4111140104,486604799,1,4295032832,00000000e435f35c8305e92dd2d4a9b9a29172a745bb7889cac6b5de4c643362,00000000ffff0000000000000000000000000000000000000000000000000000
21010,0,1,1249923600,Mon 10 Aug 2009 17:00:00 GMT,2643432480,486604799,1,4295032832,00000000f274daa5e0fccdc5b53082bb341c54fef2498cf32bb833c29d0b4ccc,00000000ffff0000000000000000000000000000000000000000000000000000
21020,0,1,1249934021,Mon 10 Aug 2009 19:53:41 GMT,859183366,486604799,1,4295032832,00000000102109275bc0e81c807ae0599a1c94473e2c5bd621ed8274b6d8fb17,00000000ffff0000000000000000000000000000000000000000000000000000
21030,0,1,1249945355,Mon 10 Aug 2009 23:02:35 GMT,4066675736,486604799,1,4295032832,00000000cf34fed8e75fc77fdd37ab16a02ac830cad27495854976b6e45439e4,00000000ffff0000000000000000000000000000000000000000000000000000
21040,0,1,1249958202,Tue 11 Aug 2009 02:36:42 GMT,113330967,486604799,1,4295032832,000000006b2378bb2bcafea99ce23acab4b2b3e4aae57dd4a7674b8ca99e429a,00000000ffff0000000000000000000000000000000000000000000000000000
21050,0,1,1249973058,Tue 11 Aug 2009 06:44:18 GMT,1131713570,486604799,1,4295032832,000000002d81f5f4471de96b20c9232a181029ae2c2507fb4c36d27a3da92877,00000000ffff0000000000000000000000000000000000000000000000000000
21060,0,1,1249985696,Tue 11 Aug 2009 10:14:56 GMT,1439885606,486604799,1,4295032832,0000000010eac34e8181a9c752ff95a1f92850e2476f8224d6527de37244ae80,00000000ffff0000000000000000000000000000000000000000000000000000
21070,0,1,1249998171,Tue 11 Aug 2009 13:42:51 GMT,1663649812,486604799,1,4295032832,00000000fd699af67ead2c41fc6d6301b56f3a29ffcad40d3132f2b579ce4794,00000000ffff0000000000000000000000000000000000000000000000000000
21080,0,1,1250009254,Tue 11 Aug 2009 16:47:34 GMT,4088153135,486604799,1,4295032832,00000000683924519fdc0ab0423e5cdf3b3d0ae0e15245dfb3c312e63d6a8137,00000000ffff0000000000000000000000000000000000000000000000000000
21100,0,1,1250032467,Tue 11 Aug 2009 23:14:27 GMT,294735248,486604799,1,4295032832,000000000ea43875b9e24c082e0d3c304d3a29e5f6b862d8a92f525e27b603ef,00000000ffff0000000000000000000000000000000000000000000000000000
21110,0,1,1250045836,Wed 12 Aug 2009 02:57:16 GMT,1967496496,486604799,1,4295032832,00000000da29a4c6d31f1de0076477ca600efe062c68104bb759ff326df21409,00000000ffff0000000000000000000000000000000000000000000000000000
21120,0,1,1250052874,Wed 12 Aug 2009 04:54:34 GMT,941247523,486604799,1,4295032832,00000000666051cdc4e004ed547f703404f8a472a0a1b7068e6f98b8e0aeb7d3,00000000ffff0000000000000000000000000000000000000000000000000000
21130,0,1,1250066642,Wed 12 Aug 2009 08:44:02 GMT,3898925064,486604799,1,4295032832,00000000086572d22ce8cd2b0f4bcca500a654c9e65f7e658be7248750b7f2b7,00000000ffff0000000000000000000000000000000000000000000000000000
21140,0,1,1250084982,Wed 12 Aug 2009 13:49:42 GMT,3641910303,486604799,1,4295032832,00000000a744602715fd45cda1dc5192514cfa8dd1d36daf27b61c1ee26e1cd7,00000000ffff0000000000000000000000000000000000000000000000000000
21150,0,1,1250099013,Wed 12 Aug 2009 17:43:33 GMT,3437488940,486604799,1,4295032832,00000000d53632452cfb715c57b4e01fca101002a28de9ec79c138ce5515c92a,00000000ffff0000000000000000000000000000000000000000000000000000
21160,0,1,1250113039,Wed 12 Aug 2009 21:37:19 GMT,1644705062,486604799,1,4295032832,000000008bb9f20e9c6fc6329c590d75287bfc9cc61c4bdefcc7f66ae9e43dcc,00000000ffff0000000000000000000000000000000000000000000000000000
21170,0,1,1250125882,Thu 13 Aug 2009 01:11:22 GMT,3023632,486604799,1,4295032832,00000000b4b9962236dc2b9428f20b2ae9a813e0f5a6fcdf80222b4236b5fecf,00000000ffff0000000000000000000000000000000000000000000000000000
21180,0,1,1250135632,Thu 13 Aug 2009 03:53:52 GMT,340452320,486604799,1,4295032832,00000000db3216a41d60988c167b5c1e5c4a53324c94d7b338d5be4b02bd10e4,00000000ffff0000000000000000000000000000000000000000000000000000
21190,0,1,1250142940,Thu 13 Aug 2009 05:55:40 GMT,156758914,486604799,1,4295032832,00000000d335003cb4c960d384390ae879ec00ab6a505756d4bc9e1258c22027,00000000ffff0000000000000000000000000000000000000000000000000000
21200,0,1,1250151477,Thu 13 Aug 2009 08:17:57 GMT,3505939997,486604799,1,4295032832,0000000066b7fed2549e58f13b68954008299d8ca3bc23c4eb8649a74fdc31eb,00000000ffff0000000000000000000000000000000000000000000000000000
21210,0,1,1250163735,Thu 13 Aug 2009 11:42:15 GMT,200242111,486604799,1,4295032832,00000000d9f7e3376dce31c51a2efcc6458e4313de008235f582207bb3b1da01,00000000ffff0000000000000000000000000000000000000000000000000000
21220,0,1,1250174187,Thu 13 Aug 2009 14:36:27 GMT,1061492244,486604799,1,4295032832,00000000e745063500e4bfb6e177c178bc1d84cfc3b4ce67ba4b224c00c0d067,00000000ffff0000000000000000000000000000000000000000000000000000
21230,0,1,1250185694,Thu 13 Aug 2009 17:48:14 GMT,1995815710,486604799,1,4295032832,00000000a7efe686386d9d35ad1a4f5542e7b189a56f14de947fe994dc14b067,00000000ffff0000000000000000000000000000000000000000000000000000
21240,0,1,1250197390,Thu 13 Aug 2009 21:03:10 GMT,523872553,486604799,1,4295032832,0000000017316db8ee3c57e345c73c3cfa0a7e81b76a6a1c53a54804f74ee85a,00000000ffff0000000000000000000000000000000000000000000000000000
21250,0,1,1250207501,Thu 13 Aug 2009 23:51:41 GMT,1803288342,486604799,1,4295032832,00000000d23ceb73621a4f4b86b3df0b8c7daffed6e72d4fd8ae43a2cb7eea92,00000000ffff0000000000000000000000000000000000000000000000000000
21260,0,1,1250221545,Fri 14 Aug 2009 03:45:45 GMT,1616190753,486604799,1,4295032832,000000002f4238abcf82228249334583277d26fe05c50b46253d1af2c5635a86,00000000ffff0000000000000000000000000000000000000000000000000000
21270,0,1,1250233024,Fri 14 Aug 2009 06:57:04 GMT,22451574,486604799,1,4295032832,000000006648500982e9c99c8d127b4e48c40195eda18219d310d0e99bea0141,00000000ffff0000000000000000000000000000000000000000000000000000
21280,0,1,1250248902,Fri 14 Aug 2009 11:21:42 GMT,1549245727,486604799,1,4295032832,00000000575b002667bbfbb180f51aecd776a7655a17830a01673755a25255d6,00000000ffff0000000000000000000000000000000000000000000000000000
21290,0,1,1250264302,Fri 14 Aug 2009 15:38:22 GMT,3436403232,486604799,1,4295032832,000000008614237fde6e6ca41eb09aa8217aa2ce804f55eca7ac85bd7f6367e3,00000000ffff0000000000000000000000000000000000000000000000000000
21300,0,1,1250276111,Fri 14 Aug 2009 18:55:11 GMT,715880966,486604799,1,4295032832,00000000dcb169c6142f18fd51610527ad929ad0b205908cc39231d78a86d073,00000000ffff0000000000000000000000000000000000000000000000000000
21310,0,1,1250286833,Fri 14 Aug 2009 21:53:53 GMT,24138779,486604799,1,4295032832,000000006ead5850ba5b91e38049bdf23cd2f075bfefe7702a467fc59afde583,00000000ffff0000000000000000000000000000000000000000000000000000
21320,0,1,1250309185,Sat 15 Aug 2009 04:06:25 GMT,443796758,486604799,1,4295032832,000000003bf610a7e9e10c2042813638adfab9cb8193f45014b680757a13d6f7,00000000ffff0000000000000000000000000000000000000000000000000000
21330,0,1,1250344977,Sat 15 Aug 2009 14:02:57 GMT,123563285,486604799,1,4295032832,000000009add40fb84aaba2fdf36f2da161822be09c740eecbdce4bb0134f312,00000000ffff0000000000000000000000000000000000000000000000000000
21340,0,1,1250390124,Sun 16 Aug 2009 02:35:24 GMT,2691734192,486604799,1,4295032832,0000000069b4f643a24c41045ccefb29f40a73c45c94830c00b3994fe368bef3,00000000ffff0000000000000000000000000000000000000000000000000000
21350,0,1,1250432113,Sun 16 Aug 2009 14:15:13 GMT,148365292,486604799,1,4295032832,00000000ac7846f3957fc5f77ce8ee0728190cdc6a192a59cd58bbf467383476,00000000ffff0000000000000000000000000000000000000000000000000000
21360,0,1,1250475393,Mon 17 Aug 2009 02:16:33 GMT,2271668423,486604799,1,4295032832,00000000294beac80a50b8faea71bb79612f7a3cf75f3e40b8606262b7c04309,00000000ffff0000000000000000000000000000000000000000000000000000
21370,0,1,1250519829,Mon 17 Aug 2009 14:37:09 GMT,756307593,486604799,1,4295032832,00000000aa94368d991fe72f7cae089e566974d1f38a990178ab831b8e6fde13,00000000ffff0000000000000000000000000000000000000000000000000000
21380,0,1,1250584792,Tue 18 Aug 2009 08:39:52 GMT,2341638230,486604799,1,4295032832,00000000d85f2e814b555bafaf774a15da7df781f5ca9a1dc9e24c80009551bc,00000000ffff0000000000000000000000000000000000000000000000000000
21390,0,1,1250679989,Wed 19 Aug 2009 11:06:29 GMT,69668568,486604799,1,4295032832,00000000c7e0102aed305cf79e78684c5141682d5423688a91b168f6d40fd7d3,00000000ffff0000000000000000000000000000000000000000000000000000
21400,0,1,1250710529,Wed 19 Aug 2009 19:35:29 GMT,524251836,486604799,1,4295032832,0000000049ad37de5181aa80075d5df8b923468d43030356db259acafd03ce69,00000000ffff0000000000000000000000000000000000000000000000000000
21410,0,1,1250751698,Thu 20 Aug 2009 07:01:38 GMT,842947639,486604799,1,4295032832,0000000045b85a4d4b01637c31ddca4415ead681cffe3f2a25ef2b08b1949ed5,00000000ffff0000000000000000000000000000000000000000000000000000
21420,0,1,1250785176,Thu 20 Aug 2009 16:19:36 GMT,809537540,486604799,1,4295032832,000000004c8e9bcc84b6cf784fafbc8c17ae489a97622f07d37d192b45ab058b,00000000ffff0000000000000000000000000000000000000000000000000000
21430,0,1,1250832445,Fri 21 Aug 2009 05:27:25 GMT,848488263,486604799,1,4295032832,000000005a7aef871e63812e680bf0269ee251d6f8f53159234026ada7a17a3f,00000000ffff0000000000000000000000000000000000000000000000000000
21440,0,1,1250909262,Sat 22 Aug 2009 02:47:42 GMT,98301612,486604799,1,4295032832,00000000e980a2637a3eb04fb53cefa7fbb804ae0d520a55b0edea172ab2d3e7,00000000ffff0000000000000000000000000000000000000000000000000000
21450,0,1,1251015524,Sun 23 Aug 2009 08:18:44 GMT,367726360,486604799,1,4295032832,000000009b26808c6777473d8d7cc707a206e14ec510af7f681a00767d4db6f9,00000000ffff0000000000000000000000000000000000000000000000000000
21460,0,1,1251064468,Sun 23 Aug 2009 21:54:28 GMT,621115333,486604799,1,4295032832,00000000bd66a1cc424217170daf31f1d6f97277df374d72a99483761c05253d,00000000ffff0000000000000000000000000000000000000000000000000000
21470,0,1,1251152945,Mon 24 Aug 2009 22:29:05 GMT,238946768,486604799,1,4295032832,000000001f17453fb7ffcb779d7936803ea3198ae65c5225824f383fade92410,00000000ffff0000000000000000000000000000000000000000000000000000
21480,0,1,1251162523,Tue 25 Aug 2009 01:08:43 GMT,61711082,486604799,1,4295032832,0000000050b98a266aa0e0a5d2744430c4a5d9096670f5c865614ee329a88987,00000000ffff0000000000000000000000000000000000000000000000000000
21490,0,1,1251176399,Tue 25 Aug 2009 04:59:59 GMT,2929311262,486604799,1,4295032832,00000000de2713044e74eab620d70c0f4b3327fde1fa5afb3375177e4c68df41,00000000ffff0000000000000000000000000000000000000000000000000000
21500,0,1,1251191283,Tue 25 Aug 2009 09:08:03 GMT,1909875234,486604799,1,4295032832,00000000c1ba2eef3196cd2bfe90e5cade3df9bd18eb72a7759c5fb5347282cd,00000000ffff0000000000000000000000000000000000000000000000000000
21510,0,1,1251206208,Tue 25 Aug 2009 13:16:48 GMT,2806879263,486604799,1,4295032832,00000000e7f3b8c509a79464e825011b2c129a386aa9d2a826b91ec770b0b417,00000000ffff0000000000000000000000000000000000000000000000000000
21520,0,1,1251222812,Tue 25 Aug 2009 17:53:32 GMT,247420349,486604799,1,4295032832,000000000b182b4e9a1562101dc5685c288966e46bfcb8ad484e9b1cde24f5b2,00000000ffff0000000000000000000000000000000000000000000000000000
21530,0,1,1251260817,Wed 26 Aug 2009 04:26:57 GMT,1632947484,486604799,1,4295032832,00000000cd61184f87845e344041388dff06eee650bad64a335dab87a2d1f52b,00000000ffff0000000000000000000000000000000000000000000000000000
21540,0,1,1251275967,Wed 26 Aug 2009 08:39:27 GMT,1430755350,486604799,1,4295032832,00000000a12b20b22be15fddcb808a52e57c112ba598aa7c67ad4fc626f255be,00000000ffff0000000000000000000000000000000000000000000000000000
21550,0,1,1251293913,Wed 26 Aug 2009 13:38:33 GMT,1728705818,486604799,1,4295032832,00000000c59151c013292f6f282dd6cf846a79447f19d4cfb54f72644caf61d3,00000000ffff0000000000000000000000000000000000000000000000000000
21560,0,1,1251307104,Wed 26 Aug 2009 17:18:24 GMT,1700474142,486604799,1,4295032832,00000000cf738d660e29176ad6e3fa9fff6c7dbdc370d77002b9a37e5ac00e1d,00000000ffff0000000000000000000000000000000000000000000000000000
21570,0,1,1251325309,Wed 26 Aug 2009 22:21:49 GMT,750206175,486604799,1,4295032832,000000008d9e9c254cdd6f1e075c37fc8c20c0797202ebe946a935a6a0d79a84,00000000ffff0000000000000000000000000000000000000000000000000000
21580,0,1,1251335631,Thu 27 Aug 2009 01:13:51 GMT,1705656857,486604799,1,4295032832,00000000b3114e7f6e56c6a9806526630303e4c3ede7adf6f2de6029911694ca,00000000ffff0000000000000000000000000000000000000000000000000000
21590,0,1,1251392345,Thu 27 Aug 2009 16:59:05 GMT,525684428,486604799,1,4295032832,00000000aa39f73dc2fde8078b29aa903312b7665309165fb1713f4e3578720a,00000000ffff0000000000000000000000000000000000000000000000000000
21600,0,1,1251410839,Thu 27 Aug 2009 22:07:19 GMT,2085637914,486604799,1,4295032832,000000006fb63be9ebe54f554cdb168ef0706ef6e859709a1d7f080db0388d6a,00000000ffff0000000000000000000000000000000000000000000000000000
21610,0,1,1251422066,Fri 28 Aug 2009 01:14:26 GMT,3734539046,486604799,1,4295032832,00000000a3553da36157a9fe548e85799f17d34974538b4cb9e25200c5012101,00000000ffff0000000000000000000000000000000000000000000000000000
21620,0,1,1251433465,Fri 28 Aug 2009 04:24:25 GMT,400908577,486604799,1,4295032832,00000000acc2c74781f7df56efa87a9ef96604e1bac02daaefcb5cd76fd4e8e4,00000000ffff0000000000000000000000000000000000000000000000000000
