height,fee,numberTXs,nTime,date_str,nonce,nbits,nDifficulty,average_hash_calcualtions,blockhash,targetHash
4540,0,2,1234810654,Mon 16 Feb 2009 18:57:34 GMT,4274006062,486604799,1,4295032832,000000002857c59b016b62d443c6cbfa1ec93ec5e9c43e4b3e9d045b1ecd1614,00000000ffff0000000000000000000000000000000000000000000000000000
4550,0,1,1234818352,Mon 16 Feb 2009 21:05:52 GMT,347652119,486604799,1,4295032832,000000000d59ddea668da22b3125c200f09719e6ac62c5ab2b55c86bcab0790e,00000000ffff0000000000000000000000000000000000000000000000000000
4560,0,1,1234824948,Mon 16 Feb 2009 22:55:48 GMT,1316363543,486604799,1,4295032832,00000000aa76e6a124d09dc0dc182a8f7632f9121e34db37def27648f71fdf52,00000000ffff0000000000000000000000000000000000000000000000000000
4570,0,1,1234830252,Tue 17 Feb 2009 00:24:12 GMT,64814550,486604799,1,4295032832,000000004c873a89b5be02b2152b5b97d257e224c70b66311d5b8e324d1da968,00000000ffff0000000000000000000000000000000000000000000000000000
4580,0,1,1234840689,Tue 17 Feb 2009 03:18:09 GMT,2841009466,486604799,1,4295032832,00000000d388b3b5334aa4d9e51e682421cbe708117407f0a99a0f1b0932d7c4,00000000ffff0000000000000000000000000000000000000000000000000000
4590,0,1,1234847761,Tue 17 Feb 2009 05:16:01 GMT,2443161896,486604799,1,4295032832,000000008a09a5705e67ced1af6b82b14f020f9ea0a1d8c6b62374c4441ebbc6,00000000ffff0000000000000000000000000000000000000000000000000000
4600,0,1,1234854020,Tue 17 Feb 2009 07:00:20 GMT,190559005,486604799,1,4295032832,00000000013f500570b064a9bcb07667ca77993430d602eeb536cfe29310d636,00000000ffff0000000000000000000000000000000000000000000000000000
4610,0,1,1234860038,Tue 17 Feb 2009 08:40:38 GMT,34376091,486604799,1,4295032832,00000000063433971b624047729eb09b9e1855696af153fc278598b45cb2212c,00000000ffff0000000000000000000000000000000000000000000000000000
4620,0,1,1234870108,Tue 17 Feb 2009 11:28:28 GMT,3171194150,486604799,1,4295032832,000000003865bb26cf1bc21a885718fc4209b1e37afee79c21216a03d9b36d9b,00000000ffff0000000000000000000000000000000000000000000000000000
4630,0,1,1234877000,Tue 17 Feb 2009 13:23:20 GMT,298600614,486604799,1,4295032832,00000000baa772b57e548c10d8077b514d02e7a18eb9ef5bebe0c401a08274cb,00000000ffff0000000000000000000000000000000000000000000000000000
4640,0,1,1234884186,Tue 17 Feb 2009 15:23:06 GMT,1835159331,486604799,1,4295032832,0000000066df0453a5339026e5a01e34ee92bf9a59ad784669e2da00e685c293,00000000ffff0000000000000000000000000000000000000000000000000000
4650,0,1,1234891361,Tue 17 Feb 2009 17:22:41 GMT,16533395,486604799,1,4295032832,00000000c3b4e4a0e342f45c5444ddefe6ee5773b1fbabb46b7457c507f9023e,00000000ffff0000000000000000000000000000000000000000000000000000
4660,0,1,1234896906,Tue 17 Feb 2009 18:55:06 GMT,3811568673,486604799,1,4295032832,00000000846e040901e77af4e5105fbf857097b65f42bdacb8ae01f9f0064807,00000000ffff0000000000000000000000000000000000000000000000000000
4670,0,1,1234905146,Tue 17 Feb 2009 21:12:26 GMT,2798861080,486604799,1,4295032832,000000007fef246d58205bc404fa5f41ed714df5f760e689515481c8c90377f8,00000000ffff0000000000000000000000000000000000000000000000000000
4680,0,1,1234912457,Tue 17 Feb 2009 23:14:17 GMT,3518060296,486604799,1,4295032832,00000000b51700575465f4fda4d5093ed15c1e04d9cc423c1721d56206480ced,00000000ffff0000000000000000000000000000000000000000000000000000
4690,0,1,1234920128,Wed 18 Feb 2009 01:22:08 GMT,94718854,486604799,1,4295032832,00000000fa443818d76899c0681d4616462f45618c5770e2c7b3a2a63aade625,00000000ffff0000000000000000000000000000000000000000000000000000
4700,0,1,1234928506,Wed 18 Feb 2009 03:41:46 GMT,1026147371,486604799,1,4295032832,0000000050cbf0bb4491affd04777b895195114a6a2dea7bfa51f1626d58c1ef,00000000ffff0000000000000000000000000000000000000000000000000000
4710,0,1,1234934820,Wed 18 Feb 2009 05:27:00 GMT,2805894692,486604799,1,4295032832,00000000f26d5ffd03f51adb5e1e592fa8d66a5e10c83ad5d4614f351abdb1f8,00000000ffff0000000000000000000000000000000000000000000000000000
4720,0,1,1234940922,Wed 18 Feb 2009 07:08:42 GMT,28427034,486604799,1,4295032832,000000009c292ebfb80f9150451714e3b498fa33ebe58ec300d25874f8b4e953,00000000ffff0000000000000000000000000000000000000000000000000000
4730,0,1,1234948766,Wed 18 Feb 2009 09:19:26 GMT,209846788,486604799,1,4295032832,0000000074619989d19535c1633949e99728d467ba4056480c95116e53c86e1c,00000000ffff0000000000000000000000000000000000000000000000000000
4740,0,1,1234955660,Wed 18 Feb 2009 11:14:20 GMT,58529787,486604799,1,4295032832,00000000a19e7f69c56862ad4468445afa1ef12c9b64d4228efa5b5c4700cbb5,00000000ffff0000000000000000000000000000000000000000000000000000
4750,0,1,1234963501,Wed 18 Feb 2009 13:25:01 GMT,4089311744,486604799,1,4295032832,00000000841ed80660098edf2d37f2052073ba4b0e8fab706c6ff51995658bc2,00000000ffff0000000000000000000000000000000000000000000000000000
4760,0,1,1234970314,Wed 18 Feb 2009 15:18:34 GMT,185929491,486604799,1,4295032832,00000000af3ed9ecf0445622130a671fd697e7740084083d4e0c0cd217cb6543,00000000ffff0000000000000000000000000000000000000000000000000000
4770,0,1,1234975803,Wed 18 Feb 2009 16:50:03 GMT,83562416,486604799,1,4295032832,00000000b05b5db5f71378da335bb345f8f96bdfb9ad85bd8b2509db8fd7fa80,00000000ffff0000000000000000000000000000000000000000000000000000
4780,0,1,1234982300,Wed 18 Feb 2009 18:38:20 GMT,1686570554,486604799,1,4295032832,00000000d44353e18f09719018b035af533e8eac30ff2e159510d37144b96c3b,00000000ffff0000000000000000000000000000000000000000000000000000
4790,0,1,1234992684,Wed 18 Feb 2009 21:31:24 GMT,2315417373,486604799,1,4295032832,0000000013371ed4d67e526a2fd2d8bd270b477c72bdacbd01048392f5528eb5,00000000ffff0000000000000000000000000000000000000000000000000000
4800,0,1,1234999980,Wed 18 Feb 2009 23:33:00 GMT,817992754,486604799,1,4295032832,0000000097ff6abc82bca6f90e04c2f898fff86a3f13c361a712d4722f6871cf,00000000ffff0000000000000000000000000000000000000000000000000000
4810,0,1,1235005865,Thu 19 Feb 2009 01:11:05 GMT,2976738859,486604799,1,4295032832,00000000597bdbf44ada6e1248a46076eb2cd8eebbc7d60afd910bac2bf29985,00000000ffff0000000000000000000000000000000000000000000000000000
4820,0,1,1235013581,Thu 19 Feb 2009 03:19:41 GMT,1130686467,486604799,1,4295032832,00000000f2dd2f23d3d3008a8ef26be0333d06b071687ae4e414caea637f2f93,00000000ffff0000000000000000000000000000000000000000000000000000
4830,0,1,1235019747,Thu 19 Feb 2009 05:02:27 GMT,163160761,486604799,1,4295032832,00000000472951823184b31dba0c03b0cf77601076897030fcb03ec8302bda14,00000000ffff0000000000000000000000000000000000000000000000000000
4840,0,1,1235029030,Thu 19 Feb 2009 07:37:10 GMT,51849134,486604799,1,4295032832,000000002e43d0746650ecdbea7fe84bf70a08d2a9e876aaa2b61a65065dc73e,00000000ffff0000000000000000000000000000000000000000000000000000
4850,0,1,1235037688,Thu 19 Feb 2009 10:01:28 GMT,3330056221,486604799,1,4295032832,00000000830d8355ed59793ef81a824c2f613847b6cd03478920c5efe42ef837,00000000ffff0000000000000000000000000000000000000000000000000000
4860,0,1,1235043909,Thu 19 Feb 2009 11:45:09 GMT,2790490392,486604799,1,4295032832,0000000052161695900d6c0473ee81fff5b1060869c57da01ebda4c75aa257c9,00000000ffff0000000000000000000000000000000000000000000000000000
4870,0,1,1235051097,Thu 19 Feb 2009 13:44:57 GMT,4245862693,486604799,1,4295032832,00000000152f06cc03da5cedf76320afe61b0e59156e04ff3ad9857e7e2a47f7,00000000ffff0000000000000000000000000000000000000000000000000000
4880,0,1,1235057708,Thu 19 Feb 2009 15:35:08 GMT,3676417072,486604799,1,4295032832,00000000d2b9593398848dcd293ec303c5397b4ed42a0701dfd4a48a221d8e6b,00000000ffff0000000000000000000000000000000000000000000000000000
4890,0,1,1235063817,Thu 19 Feb 2009 17:16:57 GMT,7626122,486604799,1,4295032832,000000000d850008d6b22db13e0d5d2c167f7d416a460a1e569b16ac216e1658,00000000ffff0000000000000000000000000000000000000000000000000000
4900,0,1,1235069935,Thu 19 Feb 2009 18:58:55 GMT,2452382980,486604799,1,4295032832,000000000b1bf41e99038c31539269f799725cb56bff67f7a2492cad380d36ac,00000000ffff0000000000000000000000000000000000000000000000000000
4910,0,1,1235077785,Thu 19 Feb 2009 21:09:45 GMT,3396448816,486604799,1,4295032832,00000000166b50796c0b5ab088976e3dc8c5ac45403c287f97a8fb77d4bd125d,00000000ffff0000000000000000000000000000000000000000000000000000
4920,0,1,1235083877,Thu 19 Feb 2009 22:51:17 GMT,855253763,486604799,1,4295032832,000000008ade7f7f12bd85d04ffe6fdab4cb22c02cfaef5650469bec1e2a289d,00000000ffff0000000000000000000000000000000000000000000000000000
4930,0,1,1235090852,Fri 20 Feb 2009 00:47:32 GMT,33925770,486604799,1,4295032832,00000000696b0f25ca63595ee901c059ca94ebb99ce16a84c421a8565f86c77a,00000000ffff0000000000000000000000000000000000000000000000000000
4940,0,1,1235097416,Fri 20 Feb 2009 02:36:56 GMT,519002922,486604799,1,4295032832,00000000af36b9118036baa7b9c82bc7d1a3017642a08f4255dd71c45c03849b,00000000ffff0000000000000000000000000000000000000000000000000000
4950,0,1,1235104422,Fri 20 Feb 2009 04:33:42 GMT,34191446,486604799,1,4295032832,00000000f9c6ee4a1e9c89233de667937a6ff177b9bad74362df07e5c527039f,00000000ffff0000000000000000000000000000000000000000000000000000
4960,0,1,1235111834,Fri 20 Feb 2009 06:37:14 GMT,368755460,486604799,1,4295032832,000000002abf185e9996fa694219d10bda3a8ee444602b4315cec22695cf7246,00000000ffff0000000000000000000000000000000000000000000000000000
4970,0,1,1235119456,Fri 20 Feb 2009 08:44:16 GMT,354552676,486604799,1,4295032832,00000000f0d78a6a132a64d889653e36e3467bd8c379ac720a21d379af53c8bd,00000000ffff0000000000000000000000000000000000000000000000000000
4980,0,1,1235126444,Fri 20 Feb 2009 10:40:44 GMT,3472519469,486604799,1,4295032832,000000004512079b08e0e260cd3495f7a1efd44dae909663ccb3766b7bf87f0a,00000000ffff0000000000000000000000000000000000000000000000000000
4990,0,1,1235131840,Fri 20 Feb 2009 12:10:40 GMT,1098894382,486604799,1,4295032832,0000000040ad5982384733ca14e235a6804d310646e0f53e1f9fa9919101eb40,00000000ffff0000000000000000000000000000000000000000000000000000
5000,0,1,1235135895,Fri 20 Feb 2009 13:18:15 GMT,3600108085,486604799,1,4295032832,000000004d78d2a8a93a1d20a24d721268690bebd2b51f7e80657d57e226eef9,00000000ffff0000000000000000000000000000000000000000000000000000
5010,0,1,1235142354,Fri 20 Feb 2009 15:05:54 GMT,367693860,486604799,1,4295032832,00000000708927f1d6d2b36335dc00fd53de68fa1f78972a34ed830ba1e42c90,00000000ffff0000000000000000000000000000000000000000000000000000
5020,0,1,1235150388,Fri 20 Feb 2009 17:19:48 GMT,3566651699,486604799,1,4295032832,00000000c8dd410d3e675d7f6e3d5e31012bb8c0b03789430f4c09a04e6fdd76,00000000ffff0000000000000000000000000000000000000000000000000000
5030,0,1,1235159381,Fri 20 Feb 2009 19:49:41 GMT,36008227,486604799,1,4295032832,00000000d3b133a1d66eed1dc2fa01e976817224a009363f65110059256dc317,00000000ffff0000000000000000000000000000000000000000000000000000
5040,0,1,1235167107,Fri 20 Feb 2009 21:58:27 GMT,1851483440,486604799,1,4295032832,0000000039a115c36715d1cda9bf7b9b20ae14c53e1b577881b8e290ee9fbc51,00000000ffff0000000000000000000000000000000000000000000000000000
5050,0,1,1235175239,Sat 21 Feb 2009 00:13:59 GMT,2267162140,486604799,1,4295032832,00000000059b30fe09e885a6c7364f26d7549fc050fc2326de899e77819a1c25,00000000ffff0000000000000000000000000000000000000000000000000000
5060,0,1,1235184086,Sat 21 Feb 2009 02:41:26 GMT,25504793,486604799,1,4295032832,000000007abf4c8c2a728e434a329be762197f8b4ee3b6032de990d9e98786c0,00000000ffff0000000000000000000000000000000000000000000000000000
5070,0,1,1235193510,Sat 21 Feb 2009 05:18:30 GMT,3054091040,486604799,1,4295032832,00000000fab16c47b86ce9a6759599c3de955da28fe4b178d23f2d1d3ffb6ad9,00000000ffff0000000000000000000000000000000000000000000000000000
5080,0,1,1235201352,Sat 21 Feb 2009 07:29:12 GMT,2202759172,486604799,1,4295032832,00000000b2a8a9fb671be4ea3e7d06acc927289aca57de843abceb67c9e7947e,00000000ffff0000000000000000000000000000000000000000000000000000
5090,0,1,1235209112,Sat 21 Feb 2009 09:38:32 GMT,2177982230,486604799,1,4295032832,00000000ed25b34ed7c71c613b92d7ce43e912993fdf506dbdf81bf759f9a362,00000000ffff0000000000000000000000000000000000000000000000000000
5100,0,1,1235216369,Sat 21 Feb 2009 11:39:29 GMT,3697492275,486604799,1,4295032832,000000006280c0aba2c1776df0eee0b1f6a773e4d47ae78ee134bcb6ed21bbb4,00000000ffff0000000000000000000000000000000000000000000000000000
5110,0,1,1235224053,Sat 21 Feb 2009 13:47:33 GMT,2183358250,486604799,1,4295032832,00000000a5e106d920da5d4037ed5f923753ccebc5e3eed3864edd95bcc1d6cf,00000000ffff0000000000000000000000000000000000000000000000000000
5120,0,1,1235232137,Sat 21 Feb 2009 16:02:17 GMT,43069918,486604799,1,4295032832,00000000ea6a5e7037089d4e27da786459d7d306dbfea2b271a7c9dee4523e01,00000000ffff0000000000000000000000000000000000000000000000000000
5130,0,1,1235237744,Sat 21 Feb 2009 17:35:44 GMT,79208470,486604799,1,4295032832,00000000d0e646265da32fa7eac3a7a4cc9bf2953a5c8333d59c9ffd83bcb894,00000000ffff0000000000000000000000000000000000000000000000000000
5140,0,1,1235245084,Sat 21 Feb 2009 19:38:04 GMT,3928336666,486604799,1,4295032832,00000000af61bb99c804897a63d7babcff6aa2e9b406d3baa291d0f87439b553,00000000ffff0000000000000000000000000000000000000000000000000000
5150,0,1,1235253395,Sat 21 Feb 2009 21:56:35 GMT,1159296256,486604799,1,4295032832,00000000d359dd3280b18846242abe55db3ec6c60b04d70a0e6461592102bf41,00000000ffff0000000000000000000000000000000000000000000000000000
5160,0,1,1235259294,Sat 21 Feb 2009 23:34:54 GMT,99427526,486604799,1,4295032832,00000000c6e8cbdccf6d51b66c59ac4ebd22959060ce1ec55dcff5843160a492,00000000ffff0000000000000000000000000000000000000000000000000000
5170,0,1,1235266897,Sun 22 Feb 2009 01:41:37 GMT,830711843,486604799,1,4295032832,0000000064ddf1743e850fe5a7ae1f7be47288855b373dc0d1f745fb5d3328ae,00000000ffff0000000000000000000000000000000000000000000000000000
5180,0,1,1235273304,Sun 22 Feb 2009 03:28:24 GMT,171013095,486604799,1,4295032832,00000000f60d87dc6135fcdd006d53564e1e7f69b0617a5358206f0727ae9790,00000000ffff0000000000000000000000000000000000000000000000000000
5190,0,1,1235279913,Sun 22 Feb 2009 05:18:33 GMT,2486190110,486604799,1,4295032832,0000000067651305205a78f27820c114c89115966c2fbe62ea20d2b571088c2d,00000000ffff0000000000000000000000000000000000000000000000000000
5200,0,1,1235287575,Sun 22 Feb 2009 07:26:15 GMT,49747388,486604799,1,4295032832,000000005139fca0ddd3f3ab9372b45b51171e3ff9568dc2e5c756d08db16b0f,00000000ffff0000000000000000000000000000000000000000000000000000
5210,0,1,1235292748,Sun 22 Feb 2009 08:52:28 GMT,2636577321,486604799,1,4295032832,00000000994224fb25bdb3642854d2c03137272675b05516e478dac3323873be,00000000ffff0000000000000000000000000000000000000000000000000000
5220,0,1,1235300472,Sun 22 Feb 2009 11:01:12 GMT,2154369321,486604799,1,4295032832,0000000077a46379120a2d081b212f4f69f9a5d4f153419f7b58bbd9c94f85f7,00000000ffff0000000000000000000000000000000000000000000000000000
5230,0,1,1235309396,Sun 22 Feb 2009 13:29:56 GMT,2102793,486604799,1,4295032832,00000000b532e7eb8df7df568a936746a2a703cbe5833eb51681fbdf18e07835,00000000ffff0000000000000000000000000000000000000000000000000000
5240,0,1,1235315745,Sun 22 Feb 2009 15:15:45 GMT,148999583,486604799,1,4295032832,0000000052bdd6f8ba3d5612fdd8301802b3241cb0140109e5c8b81d99d0a5a6,00000000ffff0000000000000000000000000000000000000000000000000000
5260,0,1,1235330535,Sun 22 Feb 2009 19:22:15 GMT,98308023,486604799,1,4295032832,000000002622aa01985953101c787b85f2c9fc10b6fb50f3723588fca6beeba3,00000000ffff0000000000000000000000000000000000000000000000000000
5270,0,1,1235338410,Sun 22 Feb 2009 21:33:30 GMT,226817575,486604799,1,4295032832,00000000982341293a508a7c464f238fd8a6a9187dec0531cb9aabbe2f2a3118,00000000ffff0000000000000000000000000000000000000000000000000000
5280,0,1,1235344964,Sun 22 Feb 2009 23:22:44 GMT,2905271585,486604799,1,4295032832,00000000f7eee1b588e0acb92963ea2d83c29d964133e379b94489803af89b7d,00000000ffff0000000000000000000000000000000000000000000000000000
5290,0,1,1235352724,Mon 23 Feb 2009 01:32:04 GMT,2337249792,486604799,1,4295032832,000000000582a00b84ae25641340e3511ce6945807dc98fbb281c4417418fd4a,00000000ffff0000000000000000000000000000000000000000000000000000
5300,0,1,1235363590,Mon 23 Feb 2009 04:33:10 GMT,2309402673,486604799,1,4295032832,0000000033d54f6bc59c7da718bf75fe4073f89990f827dbed01469b976f86c9,00000000ffff0000000000000000000000000000000000000000000000000000
5310,0,1,1235372033,Mon 23 Feb 2009 06:53:53 GMT,2885177624,486604799,1,4295032832,000000005c4267c6f05b27a1925e9e5cd09a9e4568510c4b10976dbdf815643c,00000000ffff0000000000000000000000000000000000000000000000000000
5320,0,1,1235379296,Mon 23 Feb 2009 08:54:56 GMT,39234022,486604799,1,4295032832,00000000fc70e6772995d37dac5a0147064c5047e9feff9045dfb26f18293241,00000000ffff0000000000000000000000000000000000000000000000000000
5330,0,1,1235386886,Mon 23 Feb 2009 11:01:26 GMT,3114958123,486604799,1,4295032832,00000000b48f9e71a1313a6c3ccc4234345b5b134baf48f32c629dcfef546686,00000000ffff0000000000000000000000000000000000000000000000000000
5340,0,1,1235396199,Mon 23 Feb 2009 13:36:39 GMT,235891461,486604799,1,4295032832,000000001b6ba78b9f23da0a6154a006d63e13e81e5cae8dc3d43f2db64b74a6,00000000ffff0000000000000000000000000000000000000000000000000000
5350,0,1,1235404398,Mon 23 Feb 2009 15:53:18 GMT,901313065,486604799,1,4295032832,00000000660aaa727ebc610ed069e23abd28f516c614de894e1492994df78edc,00000000ffff0000000000000000000000000000000000000000000000000000
5360,0,1,1235411583,Mon 23 Feb 2009 17:53:03 GMT,45644292,486604799,1,4295032832,00000000f2e759f2c1f39d4f45c0f3fbb4ad0c79c380823f3e38ed8572c09bad,00000000ffff0000000000000000000000000000000000000000000000000000
5370,0,1,1235417179,Mon 23 Feb 2009 19:26:19 GMT,2366908470,486604799,1,4295032832,00000000326650214b4292b19928852e84a355cea3745d9e014795548775723f,00000000ffff0000000000000000000000000000000000000000000000000000
5380,0,1,1235423756,Mon 23 Feb 2009 21:15:56 GMT,225856298,486604799,1,4295032832,000000004b3de4b2d57b7945c0ed21980aa745db49ac039cb3ab27db972497d8,00000000ffff0000000000000000000000000000000000000000000000000000
5390,0,1,1235432692,Mon 23 Feb 2009 23:44:52 GMT,7830060,486604799,1,4295032832,00000000b709637ba4f335f084ffa9687385450a7502fa22411bf813022c84bb,00000000ffff0000000000000000000000000000000000000000000000000000
5400,0,1,1235441214,Tue 24 Feb 2009 02:06:54 GMT,797134880,486604799,1,4295032832,000000003819e45f96d069bb41dfa72e94c0ee0c9c97a1b127b62e8613b71374,00000000ffff0000000000000000000000000000000000000000000000000000
5410,0,1,1235447475,Tue 24 Feb 2009 03:51:15 GMT,454254848,486604799,1,4295032832,000000004e8bcc37893d2785c1929dd69cb7a03b2daded0ad0576385e1ce9705,00000000ffff0000000000000000000000000000000000000000000000000000
5420,0,1,1235455057,Tue 24 Feb 2009 05:57:37 GMT,1476346913,486604799,1,4295032832,00000000fd0d2373e1a563ec2744aa8527f78939101059cca2330c1fd7a86d31,00000000ffff0000000000000000000000000000000000000000000000000000
5430,0,1,1235464406,Tue 24 Feb 2009 08:33:26 GMT,3937300228,486604799,1,4295032832,00000000febd91a57b25bc71ea677d2e3489f306550bb95e5d170c0d8f97a242,00000000ffff0000000000000000000000000000000000000000000000000000
5440,0,1,1235474247,Tue 24 Feb 2009 11:17:27 GMT,3305560112,486604799,1,4295032832,00000000bb8f23edadfd9aa1a5b30c8de4379646000e61b1f35daf1f16eba782,00000000ffff0000000000000000000000000000000000000000000000000000
5450,0,1,1235483873,Tue 24 Feb 2009 13:57:53 GMT,360508960,486604799,1,4295032832,00000000ef6abf5bb17bcf59365ef8b783e18fc7dd5bcb44340b2e710125d9c3,00000000ffff0000000000000000000000000000000000000000000000000000
5460,0,1,1235492293,Tue 24 Feb 2009 16:18:13 GMT,3413248817,486604799,1,4295032832,00000000855aa5eac1e017604d138bceb58ade1f0087aa20e6bfcb7500c35c61,00000000ffff0000000000000000000000000000000000000000000000000000
5470,0,1,1235497396,Tue 24 Feb 2009 17:43:16 GMT,2018310433,486604799,1,4295032832,0000000012edd696c437386ce5b18705914c083f1633720b390f43bf2235c7ff,00000000ffff0000000000000000000000000000000000000000000000000000
5480,0,1,1235504236,Tue 24 Feb 2009 19:37:16 GMT,216750172,486604799,1,4295032832,00000000cf6889141ad6ef8cf20a7e13f96facf26ae0c23bcdb182c497598f7a,00000000ffff0000000000000000000000000000000000000000000000000000
5490,0,1,1235512795,Tue 24 Feb 2009 21:59:55 GMT,3457490230,486604799,1,4295032832,0000000097eaae862cc361fc29a60db85d4761187da3365d32afc6ca556bac99,00000000ffff0000000000000000000000000000000000000000000000000000
5500,0,1,1235522439,Wed 25 Feb 2009 00:40:39 GMT,4173632551,486604799,1,4295032832,0000000032f2fbfb5849e57629bb28ff2e79d4e231fddb25b183a2b13ff2d123,00000000ffff0000000000000000000000000000000000000000000000000000
5510,0,1,1235529891,Wed 25 Feb 2009 02:44:51 GMT,1735812640,486604799,1,4295032832,000000009e68d1afdc7c07b4b3bbc1ce891baf472495aef5a57f8ac73fd4f9b6,00000000ffff0000000000000000000000000000000000000000000000000000
5520,0,1,1235536697,Wed 25 Feb 2009 04:38:17 GMT,1694360836,486604799,1,4295032832,000000004916d6ebc3db4104b00783dc732721afac1a7251007d64106436c840,00000000ffff0000000000000000000000000000000000000000000000000000
5530,0,1,1235544821,Wed 25 Feb 2009 06:53:41 GMT,3015423520,486604799,1,4295032832,000000005310971d1304a456759d9e85e4aad473f5f773a62fb9d08a51e313d9,00000000ffff0000000000000000000000000000000000000000000000000000
5540,0,1,1235553643,Wed 25 Feb 2009 09:20:43 GMT,3235704362,486604799,1,4295032832,000000003762accfac345c2d5a99bd95010015eeab1376dafd5910bd9fe0bde3,00000000ffff0000000000000000000000000000000000000000000000000000
5550,0,1,1235562181,Wed 25 Feb 2009 11:43:01 GMT,2922128646,486604799,1,4295032832,00000000f17bb352960d24ca298a9c986eafa9dddeed41eee4a09d75ad610cbb,00000000ffff0000000000000000000000000000000000000000000000000000
5560,0,1,1235571270,Wed 25 Feb 2009 14:14:30 GMT,124917004,486604799,1,4295032832,0000000089d94663a7f2c146c6aabca394848d8b87bcf685f8b2018883c27327,00000000ffff0000000000000000000000000000000000000000000000000000
5570,0,1,1235577945,Wed 25 Feb 2009 16:05:45 GMT,216450012,486604799,1,4295032832,0000000083bad28e92c60fe246f53ed363ee63a66a4609b3e13ca107d8c875b7,00000000ffff0000000000000000000000000000000000000000000000000000
5580,0,1,1235585841,Wed 25 Feb 2009 18:17:21 GMT,621683712,486604799,1,4295032832,00000000760a45e73301d37ccfc01410ba9e102c30555ae8375d7d8970f07341,00000000ffff0000000000000000000000000000000000000000000000000000
5590,0,1,1235591918,Wed 25 Feb 2009 19:58:38 GMT,2989420315,486604799,1,4295032832,000000003cb3f6cbd14c21ddda5f1e6f7fd2bc9f4c1307f061094a237f1d8efd,00000000ffff0000000000000000000000000000000000000000000000000000
5600,0,1,1235603390,Wed 25 Feb 2009 23:09:50 GMT,3555690801,486604799,1,4295032832,0000000089c7926f6bbbcff90daac70c8817a40e6df58abea652dbb6f4feeee0,00000000ffff0000000000000000000000000000000000000000000000000000
5610,0,1,1235611957,Thu 26 Feb 2009 01:32:37 GMT,1579509558,486604799,1,4295032832,00000000af59b841c5484dc334be66c7f5c8de6714f2bede973444f189d08de0,00000000ffff0000000000000000000000000000000000000000000000000000
5620,0,1,1235621425,Thu 26 Feb 2009 04:10:25 GMT,168878628,486604799,1,4295032832,0000000020c385efb05bd1a41ad9b3f27bcbf7a323088f9498629049ede86097,00000000ffff0000000000000000000000000000000000000000000000000000
5630,0,1,1235629708,Thu 26 Feb 2009 06:28:28 GMT,4108204090,486604799,1,4295032832,0000000009e9cdbe92d53b0b9fe6bebeded78146fc57db033f58d10dd6a24d28,00000000ffff0000000000000000000000000000000000000000000000000000
5640,0,1,1235638230,Thu 26 Feb 2009 08:50:30 GMT,3093142814,486604799,1,4295032832,0000000037b32f32b177ea8d09746c5b05c60005bfcc84c78ca8fb22c5269c10,00000000ffff0000000000000000000000000000000000000000000000000000
5650,0,1,1235648291,Thu 26 Feb 2009 11:38:11 GMT,3807733278,486604799,1,4295032832,00000000ff81be1e2f43b3e325790df946a36d8dde10f7d39cbd7ea2c4291939,00000000ffff0000000000000000000000000000000000000000000000000000
5660,0,1,1235657709,Thu 26 Feb 2009 14:15:09 GMT,999901462,486604799,1,4295032832,00000000faabb1739a9780e0e6f36f06f83724f28a8766f1a2c9120a4d5e8b47,00000000ffff0000000000000000000000000000000000000000000000000000
5670,0,1,1235666102,Thu 26 Feb 2009 16:35:02 GMT,1706716423,486604799,1,4295032832,00000000ef78b3d4894522830144ea85a6e3dad7caccbda7a118e51eb8115cbc,00000000ffff0000000000000000000000000000000000000000000000000000
5680,0,1,1235674168,Thu 26 Feb 2009 18:49:28 GMT,3525556786,486604799,1,4295032832,00000000f10cbb89e740b80162df1f679def8d249371d46e6ddc671b63d360de,00000000ffff0000000000000000000000000000000000000000000000000000
5690,0,1,1235680509,Thu 26 Feb 2009 20:35:09 GMT,3524312627,486604799,1,4295032832,000000008a8b4be0aed3eb15efad0eaa713b726f92c3c835d0081195c3edc919,00000000ffff0000000000000000000000000000000000000000000000000000
5700,0,1,1235685058,Thu 26 Feb 2009 21:50:58 GMT,95474722,486604799,1,4295032832,0000000092401f6c614f894c6cc1f2bc24a68c817371e82fe06cd9a954acf7dc,00000000ffff0000000000000000000000000000000000000000000000000000
5710,0,1,1235693661,Fri 27 Feb 2009 00:14:21 GMT,4093216296,486604799,1,4295032832,000000000f4a3e27d33ce020c4681a8bdbe02ca4fd3942c274643b5c04438fcd,00000000ffff0000000000000000000000000000000000000000000000000000
5720,0,1,1235700997,Fri 27 Feb 2009 02:16:37 GMT,161777597,486604799,1,4295032832,00000000f186a4eb5955699ad0334f4726331c254f0259601d4150d2f19497d2,00000000ffff0000000000000000000000000000000000000000000000000000
5730,0,1,1235707026,Fri 27 Feb 2009 03:57:06 GMT,4001786927,486604799,1,4295032832,00000000a591a0a31953764ac5bfa1f6b1ced9488d83147c7fd757382b2656ae,00000000ffff0000000000000000000000000000000000000000000000000000
5740,0,1,1235713915,Fri 27 Feb 2009 05:51:55 GMT,3717093161,486604799,1,4295032832,00000000173387ddc705e1b4cddff3e993ddfc4eb087c6e42ef2b245ccf31e5c,00000000ffff0000000000000000000000000000000000000000000000000000
